"id","product_id","price","zone_id","created_at","updated_at"
"2920","98","15.15","2","14/10/2025 18:42:03","14/10/2025 18:42:03"
"2921","98","60.61","1","14/10/2025 18:42:16","14/10/2025 18:42:16"
"2922","98","270","3","14/10/2025 18:42:26","14/10/2025 18:42:26"
"2923","98","60.61","4","14/10/2025 18:42:36","14/10/2025 18:42:36"
"2924","99","60.61","1","14/10/2025 18:53:06","14/10/2025 18:53:06"
"2925","99","15.15","2","14/10/2025 18:53:13","14/10/2025 18:53:13"
"2926","99","270","3","14/10/2025 19:00:10","14/10/2025 19:00:10"
"2927","99","60.61","4","14/10/2025 19:00:20","14/10/2025 19:00:20"
"2928","100","270","3","14/10/2025 19:05:57","14/10/2025 19:05:57"
"2929","100","60.61","1","14/10/2025 19:06:05","14/10/2025 19:06:05"
"2930","100","15.15","2","14/10/2025 19:06:13","14/10/2025 19:06:13"
"2931","100","60.61","4","14/10/2025 19:06:53","14/10/2025 19:06:53"
"2932","101","15.15","2","15/10/2025 09:07:31","15/10/2025 09:07:31"
"2933","101","270","3","15/10/2025 09:07:46","15/10/2025 09:07:46"
"2934","101","60.61","1","15/10/2025 09:07:56","15/10/2025 09:07:56"
"2935","101","60.61","4","15/10/2025 09:08:04","15/10/2025 09:08:04"
"2936","102","15.15","2","15/10/2025 09:17:52","15/10/2025 09:17:52"
"2937","102","60.61","1","15/10/2025 09:18:13","15/10/2025 09:18:13"
"2938","102","60.61","4","15/10/2025 09:18:23","15/10/2025 09:18:23"
"2939","102","270","3","15/10/2025 09:18:37","15/10/2025 09:18:37"
"2940","103","15.15","2","15/10/2025 09:29:50","15/10/2025 09:29:50"
"2941","103","270","3","15/10/2025 09:29:58","15/10/2025 09:29:58"
"2942","103","60.61","1","15/10/2025 09:30:07","15/10/2025 09:30:07"
"2943","103","60.61","4","15/10/2025 09:30:14","15/10/2025 09:30:14"
